NAME_OF_ITEM,TYPE_OF_ITEM,RARITY,TIER,GEAR_SCORE
Folly of Man,Musket,Epic,Tier V,500-600
Feral Flintlock,Musket,Epic,Tier V,500-600
Malefaction,Musket,Epic,Tier IV,500
Twisted Fate,Great Axe,Rare,Tier V,500-600
Warrior's Resolve,Great Axe,Epic,Tier V,500-600
Wavesplitter,Great Axe,Epic,Tier V,500-600
Whirling Matter,Great Axe,Epic,Tier V,500-600
Truth,Great Axe,Epic,Tier V,500-600
Timesplitter,Great Axe,Rare,Tier V,500-600
Yetibone Great Axe,Great Axe,Epic,Tier V,500-600
Thunderclap,Great Axe,Rare,Tier V,500-600
Tempest,Great Axe,Epic,Tier V,500-600
Stormripper,Great Axe,Rare,Tier V,500-600
Sporereaver,Great Axe,Rare,Tier V,500-600
Tempermental Waraxe,Great Axe,Rare,Tier V,500-600
Song of Victory,Great Axe,Rare,Tier V,500-600
Spinal Cleaver,Great Axe,Rare,Tier V,500-600
Song of the Tempest,Great Axe,Epic,Tier V,500-600
Shred of Hope,Great Axe,Epic,Tier V,500-600
Salted Earth,Great Axe,Epic,Tier V,500-600
Scarred Great Axe of the 4th Legion,Great Axe,Epic,Tier V,500-600
Reaver of Darkness,Great Axe,Epic,Tier V,500-600
Recluse's Great Axe,Great Axe,Epic,Tier V,500-600
Razortalon,Great Axe,Epic,Tier V,500-600
Enforcer's Battleaxe,Great Axe,Legendary,Tier V,500-600
Raider's Lockbreaker,Great Axe,Epic,Tier V,500-600
Faemother's Great Axe,Great Axe,Epic,Tier V,500-600
Oversized Wood Chopper,Great Axe,Epic,Tier V,500-600
Plaguebringer,Great Axe,Epic,Tier V,500-600
Dleihs of Seniab,Great Axe,Legendary,Tier V,500-600
Ogre's Hairtrimmer,Great Axe,Epic,Tier V,500-600
Great Axe of Geya,Great Axe,Epic,Tier V,500-600
Drillanov's Cleaver,Great Axe,Epic,Tier V,500-600
Noxious Great Axe,Great Axe,Epic,Tier V,500-600
Dark of Night,Great Axe,Epic,Tier V,500-600
Dark Emerald Decapitator,Great Axe,Epic,Tier V,500-600
Crystalforged Waraxe,Great Axe,Epic,Tier V,500-600
Cinderforged Reaper,Great Axe,Rare,Tier V,500-600
Conversion,Great Axe,Epic,Tier V,500-600
Bloodbane Reaver,Great Axe,Rare,Tier V,500-600
Axe of the Final War,Great Axe,Legendary,Tier V,500-600
Balanced Destruction,Great Axe,Epic,Tier V,500-600
Battleaxe of the Charted Path,Great Axe,Epic,Tier V,500-600
Dark Edge,Great Axe,Epic,Tier V,500-600
Battleaxe of Atlantis,Great Axe,Epic,Tier V,500-600
Axe of the Cold Depths,Great Axe,Epic,Tier V,500-600
Antique Battleaxe,Great Axe,Epic,Tier V,500-600
Axe of the Binding,Great Axe,Epic,Tier V,500-600
Axe of the Forgotten Son,Great Axe,Epic,Tier V,500-600
Artisinal Great Axe,Great Axe,Epic,Tier V,500-600
Arcane Reaper,Great Axe,Rare,Tier V,500-600
Will of the Hunter,Sword,Epic,Tier V,500-600
Wishful Wail,Sword,Epic,Tier V,500-600
Wildfire,Sword,Epic,Tier V,500-600
Warden of the Wilds,Sword,Epic,Tier V,500-600
Voice of the Makers,Sword,Epic,Tier V,500-600
Verdant Agony,Sword,Epic,Tier V,500-600
Widowmaker,Sword,Epic,Tier V,500-600
Volcanic Reaver,Sword,Epic,Tier V,500-600
Valor's Folly,Sword,Epic,Tier V,500-600
Vinesnapper,Sword,Epic,Tier V,500-600
Untrodden Path,Sword,Legendary,Tier V,500-600
The Way Home,Sword,Epic,Tier V,500-600
The Messenger,Sword,Epic,Tier V,500-600
Liberator Of Souls,Sword,Epic,Tier V,500-600
Killer Instinct,Sword,Epic,Tier V,500-600
Illusory Enigma,Sword,Epic,Tier V,500-600
Guardian's Charge,Sword,Epic,Tier V,500-600
Hemogoblin,Sword,Epic,Tier V,500-600
Hatred's Bite,Sword,Epic,Tier V,500-600
Lane's Lament,Sword,Legendary,Tier V,500-600
Jupiter's Favor,Sword,Epic,Tier V,500-600
Soulwarden's Guide,Sword,Epic,Tier V,500-600
Grovewarden,Sword,Epic,Tier V,500-600
Gravescraper,Sword,Epic,Tier V,500-600
Fulgurite Slasher,Sword,Epic,Tier V,500-600
Greenkeeper,Sword,Epic,Tier V,500-600
Formal Invitation,Sword,Epic,Tier V,500-600
Frostbite,Sword,Epic,Tier V,500-600
Emerald's Eye,Sword,Epic,Tier V,500-600
Final Waltz,Sword,Epic,Tier V,500-600
Dryad's Demise,Sword,Epic,Tier V,500-600
"Ciradim, Charge of the Guardian",Sword,Epic,Tier V,500-600
Break Beyond,Sword,Epic,Tier V,500-600
Brinelash,Sword,Epic,Tier V,500-600
Bloodline Heir,Sword,Epic,Tier V,500-600
Opportunistic Lost Siren's Longsword of the Fighter,Sword,Uncommon,Tier V,500-600
Blazing Reaver,Sword,Epic,Tier V,500-600
Opportunistic Invasion Ice Gauntlet of the Trickster,Ice Gauntlet,Uncommon,Tier V,500-600
A Thousand Voices,Sword,Epic,Tier V,500-600
Opportunistic Lost Siren's Rapier of the Cavalier,Rapier,Uncommon,Tier V,500-600
Al'kazor,Sword,Legendary,Tier V,500-600
"Anakor, Gaze of Serpents",Sword,Epic,Tier V,500-600
Tempest of Torment,Sword,Epic,Tier V,500-600
Abomination's Mandible,Sword,Epic,Tier V,500-600
Invasion Round Shield of the Fighter,Round Shield,Uncommon,Tier V,500-600
Invasion Kite Shield of the Fighter,Kite Shield,Uncommon,Tier V,500-600
Opportunistic Invasion Life Staff of the Priest,Life Staff,Uncommon,Tier V,500-600
Opportunistic Invasion Fire Staff of the Mage,Fire Staff,Uncommon,Tier V,500-600
Opportunistic Invasion Great Axe of the Fighter,Great Axe,Uncommon,Tier V,500-600
Opportunistic Invasion Musket of the Cavalier,Musket,Uncommon,Tier V,500-600
Opportunistic Invasion Bow of the Cavalier,Bow,Uncommon,Tier V,500-600
Opportunistic Invasion Spear of the Cavalier,Spear,Uncommon,Tier V,500-600
Opportunistic Invasion Warhammer of the Fighter,War Hammer,Uncommon,Tier V,500-600
Opportunistic Invasion Hatchet of the Fighter,Hatchet,Uncommon,Tier V,500-600
Opportunistic Invasion Rapier of the Cavalier,Rapier,Uncommon,Tier V,500-600
Opportunistic Invasion Sword of the Fighter,Sword,Uncommon,Tier V,500-600
Breach Closer's Round Shield of the Fighter,Round Shield,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Ice Gauntlet of the Trickster,Ice Gauntlet,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Life Staff of the Priest,Life Staff,Uncommon,Tier V,500-600
Breach Closer's Kite Shield of the Fighter,Kite Shield,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Great Axe of the Fighter,Great Axe,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Musket of the Cavalier,Musket,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Bow of the Cavalier,Bow,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Fire Staff of the Mage,Fire Staff,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Spear of the Cavalier,Spear,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Hatchet of the Fighter,Hatchet,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Rapier of the Cavalier,Rapier,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Warhammer of the Fighter,War Hammer,Uncommon,Tier V,500-600
Exhilarating Breach Closer's Sword of the Fighter,Sword,Uncommon,Tier V,500-600
Dynasty Warrior's Sword,Sword,Common,Tier V,500-600
Garden Keeper Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Lazarus Watcher Great Axe,Great Axe,Common,Tier V,500-600
Dynasty Warrior's Musket,Musket,Common,Tier V,500-600
Garden Keeper Spear,Spear,Common,Tier V,500-600
Lazarus Watcher Ice Gauntlet,Ice Gauntlet,Common,Tier V,500-600
Garden Keeper Rapier,Rapier,Common,Tier V,500-600
Lazarus Watcher Spear,Spear,Common,Tier V,500-600
Lazarus Watcher Rapier,Rapier,Common,Tier V,500-600
Garden Keeper War Hammer,War Hammer,Common,Tier V,500-600
Sarcosanct Cloth Boots,Light Footwear,Epic,Tier V,500-600
Lazarus Watcher War Hammer,War Hammer,Common,Tier V,500-600
Garden Keeper Hatchet,Hatchet,Common,Tier V,500-600
Garden Keeper Longsword,Sword,Common,Tier V,500-600
Lazarus Watcher Hatchet,Hatchet,Common,Tier V,500-600
Lazarus Watcher Longsword,Sword,Common,Tier V,500-600
Sarcosanct Cloth Pants,Light Legwear,Epic,Tier V,500-600
Sarcosanct Leather Boots,Medium Footwear,Epic,Tier V,500-600
Sarcosanct Cloth Hat,Light Headwear,Epic,Tier V,500-600
Sarcosanct Cloth Gloves,Light Glove,Epic,Tier V,500-600
Sarcosanct Leather Pants,Medium Legwear,Epic,Tier V,500-600
Sarcosanct Cloth Coat,Light Chestwear,Epic,Tier V,500-600
Sarcosanct Leather Coat,Medium Chestwear,Epic,Tier V,500-600
Sarcosanct Leather Gloves,Medium Glove,Epic,Tier V,500-600
Sarcosanct Leather Hat,Medium Headwear,Epic,Tier V,500-600
Sarcosanct Boots,Heavy Footwear,Epic,Tier V,500-600
Sarcosanct Greaves,Heavy Legwear,Epic,Tier V,500-600
Sarcosanct Breastplate,Heavy Chestwear,Epic,Tier V,500-600
Sarcosanct Helm,Heavy Headwear,Epic,Tier V,500-600
Sarcosanct Gauntlets,Heavy Glove,Epic,Tier V,500-600
Blasphemer Cloth Boots,Light Footwear,Epic,Tier V,500-600
Blasphemer Cloth Pants,Light Legwear,Epic,Tier V,500-600
Blasphemer Cloth Gloves,Light Glove,Epic,Tier V,500-600
Blasphemer Cloth Coat,Light Chestwear,Epic,Tier V,500-600
Blasphemer Leather Boots,Medium Footwear,Epic,Tier V,500-600
Blasphemer Cloth Hat,Light Headwear,Epic,Tier V,500-600
Blasphemer Leather Pants,Medium Legwear,Epic,Tier V,500-600
Blasphemer Leather Gloves,Medium Glove,Epic,Tier V,500-600
Blasphemer Leather Coat,Medium Chestwear,Epic,Tier V,500-600
Blasphemer Boots,Heavy Footwear,Epic,Tier V,500-600
Blasphemer Leather Hat,Medium Headwear,Epic,Tier V,500-600
Blasphemer Greaves,Heavy Legwear,Epic,Tier V,500-600
Raider Cloth Coat,Light Chestwear,Epic,Tier V,500-600
Blasphemer Gauntlets,Heavy Glove,Epic,Tier V,500-600
Raider Cloth Hat,Light Headwear,Epic,Tier V,500-600
Raider Leather Pants,Medium Legwear,Epic,Tier V,500-600
Raider Leather Boots,Medium Footwear,Epic,Tier V,500-600
Raider Leather Gloves,Medium Glove,Epic,Tier V,500-600
Raider Leather Hat,Medium Headwear,Epic,Tier V,500-600
Raider Boots,Heavy Footwear,Epic,Tier V,500-600
Raider Greaves,Heavy Legwear,Epic,Tier V,500-600
Raider Gauntlets,Heavy Glove,Epic,Tier V,500-600
Raider Helm,Heavy Headwear,Epic,Tier V,500-600
Raider Breastplate,Heavy Chestwear,Epic,Tier V,500-600
Sprigganbane Cloth Boots,Light Footwear,Epic,Tier V,500-600
Sprigganbane Cloth Gloves,Light Glove,Epic,Tier V,500-600
Sprigganbane Cloth Shirt,Light Chestwear,Epic,Tier V,500-600
Sprigganbane Cloth Pants,Light Legwear,Epic,Tier V,500-600
Raider Leather Coat,Medium Chestwear,Epic,Tier V,500-600
Sprigganbane Cloth Hat,Light Headwear,Epic,Tier V,500-600
Sprigganbane Leather Boots,Medium Footwear,Epic,Tier V,500-600
Sprigganbane Leather Pants,Medium Legwear,Epic,Tier V,500-600
Sprigganbane Leather Coat,Medium Chestwear,Epic,Tier V,500-600
Sprigganbane Leather Gloves,Medium Glove,Epic,Tier V,500-600
Sprigganbane Leather Hat,Medium Headwear,Epic,Tier V,500-600
Sprigganbane Boots,Heavy Footwear,Epic,Tier V,500-600
Sprigganbane Greaves,Heavy Legwear,Epic,Tier V,500-600
Champion Defender Cloth Boots,Light Footwear,Common,Tier V,500-600
Champion Defender Cloth Pants,Light Legwear,Common,Tier V,500-600
Sprigganbane Gauntlets,Heavy Glove,Epic,Tier V,500-600
Ironwood Gloves,Medium Glove,Common,Tier V,500-600
Sprigganbane Breastplate,Heavy Chestwear,Epic,Tier V,500-600
Champion Defender Cloth Gloves,Light Glove,Common,Tier V,500-600
Sprigganbane Helm,Heavy Headwear,Epic,Tier V,500-600
Champion Defender Cloth Coat,Light Chestwear,Common,Tier V,500-600
Ironwood Chestpiece,Medium Chestwear,Common,Tier V,500-600
Ironwood Helm,Medium Headwear,Common,Tier V,500-600
Living Vines Boots,Light Footwear,Common,Tier V,500-600
Living Vines Chestpiece,Light Chestwear,Common,Tier V,500-600
Living Vines Pants,Light Legwear,Common,Tier V,500-600
Living Vines Gloves,Light Glove,Common,Tier V,500-600
Living Vines Helm,Light Headwear,Common,Tier V,500-600
Dryad Patroller Shoes,Light Footwear,Common,Tier V,500-600
Guardian Flanker Shoes,Light Footwear,Common,Tier V,500-600
Dryad Patroller Leggings,Light Legwear,Common,Tier V,500-600
Guardian Flanker Pants,Light Legwear,Common,Tier V,500-600
Dryad Patroller Gloves,Light Glove,Common,Tier V,500-600
Guardian Flanker Gloves,Light Glove,Common,Tier V,500-600
Dryad Patroller Shirt,Light Chestwear,Common,Tier V,500-600
Guardian Flanker Shirt,Light Chestwear,Common,Tier V,500-600
Dryad Patroller Hat,Light Headwear,Common,Tier V,500-600
Guardian Flanker Hat,Light Headwear,Common,Tier V,500-600
Guardian Spearmarshal Boots,Medium Footwear,Common,Tier V,500-600
Dryad Stalker Boots,Medium Footwear,Common,Tier V,500-600
Guardian Spearmarshal Leggings,Medium Legwear,Common,Tier V,500-600
Dryad Stalker Pants,Medium Legwear,Common,Tier V,500-600
Dryad Stalker Gloves,Medium Glove,Common,Tier V,500-600
Guardian Spearmarshal Gloves,Medium Glove,Common,Tier V,500-600
Guardian Spearmarshal Coat,Medium Chestwear,Common,Tier V,500-600
Dryad Stalker Hat,Medium Headwear,Common,Tier V,500-600
Dryad Guard Boots,Heavy Footwear,Common,Tier V,500-600
Dryad Stalker Coat,Medium Chestwear,Common,Tier V,500-600
Waterlogged Mitts,Light Glove,Common,Tier V,500-600
Guardian Spearmarshal Hat,Medium Headwear,Common,Tier V,500-600
Dryad Guard Greaves,Heavy Legwear,Common,Tier V,500-600
Guardian Plate Boots,Heavy Footwear,Common,Tier V,500-600
Waterlogged Hat,Light Headwear,Common,Tier V,500-600
Waterlogged Shirt,Light Chestwear,Common,Tier V,500-600
Waterlogged Boots,Medium Footwear,Common,Tier V,500-600
Waterlogged Gloves,Medium Glove,Common,Tier V,500-600
Waterlogged Cuisses,Heavy Legwear,Common,Tier V,500-600
Waterlogged Headgear,Medium Headwear,Common,Tier V,500-600
Waterlogged Pants,Medium Legwear,Common,Tier V,500-600
Waterlogged Plate,Heavy Chestwear,Common,Tier V,500-600
Waterlogged Coat,Medium Chestwear,Common,Tier V,500-600
Waterlogged Helm,Heavy Headwear,Common,Tier V,500-600
Waterlogged Greaves,Heavy Footwear,Common,Tier V,500-600
Primordial Cloth Boots,Light Footwear,Common,Tier V,500-600
Primordial Cloth Pants,Light Legwear,Common,Tier V,500-600
Primordial Cloth Gloves,Light Glove,Common,Tier V,500-600
Waterlogged Gauntlets,Heavy Glove,Common,Tier V,500-600
Primordial Cloth Shirt,Light Chestwear,Common,Tier V,500-600
Primordial Cloth Hat,Light Headwear,Common,Tier V,500-600
Primordial Leather Boots,Medium Footwear,Common,Tier V,500-600
Primordial Leather Gloves,Medium Glove,Common,Tier V,500-600
Primordial Leather Pants,Medium Legwear,Common,Tier V,500-600
Primordial Leather Coat,Medium Chestwear,Common,Tier V,500-600
Immemorial Breastplate,Heavy Chestwear,Common,Tier V,500-600
Primordial Leather Hat,Medium Headwear,Common,Tier V,500-600
Primordial Breastplate,Heavy Chestwear,Common,Tier V,500-600
Immemorial Gauntlets,Heavy Glove,Common,Tier V,500-600
Primordial Boots,Heavy Footwear,Common,Tier V,500-600
Primordial Greaves,Heavy Legwear,Common,Tier V,500-600
Corrupted Cloth Boots,Light Footwear,Common,Tier V,500-600
Immemorial Helm,Heavy Headwear,Common,Tier V,500-600
Primordial Gauntlets,Heavy Glove,Common,Tier V,500-600
Corrupted Cloth Pants,Light Legwear,Common,Tier V,500-600
Corrupted Fanatic Pants,Medium Legwear,Common,Tier V,500-600
Corrupted Cloth Hat,Light Headwear,Common,Tier V,500-600
Corrupted Cloth Shirt,Light Chestwear,Common,Tier V,500-600
Corrupted Leather Boots,Medium Footwear,Common,Tier V,500-600
Corrupted Leather Gloves,Medium Glove,Common,Tier V,500-600
Corrupted Cloth Gloves,Light Glove,Common,Tier V,500-600
Corrupted Leather Coat,Medium Chestwear,Common,Tier V,500-600
Corrupted Leather Hat,Medium Headwear,Common,Tier V,500-600
Corrupted Boots,Heavy Footwear,Common,Tier V,500-600
Corrupted Greaves,Heavy Legwear,Common,Tier V,500-600
Corrupted Breastplate,Heavy Chestwear,Common,Tier V,500-600
Corrupted Helm,Heavy Headwear,Common,Tier V,500-600
Desecrated Cloth Boots,Light Footwear,Common,Tier V,500-600
Corrupted Gauntlets,Heavy Glove,Common,Tier V,500-600
Desecrated Cloth Pants,Light Legwear,Common,Tier V,500-600
Desecrated Cloth Gloves,Light Glove,Common,Tier V,500-600
Desecrated Cloth Hat,Light Headwear,Common,Tier V,500-600
Desecrated Leather Boots,Medium Footwear,Common,Tier V,500-600
Desecrated Leather Coat,Medium Chestwear,Common,Tier V,500-600
Desecrated Leather Pants,Medium Legwear,Common,Tier V,500-600
Desecrated Leather Gloves,Medium Glove,Common,Tier V,500-600
Desecrated Leather Hat,Medium Headwear,Common,Tier V,500-600
Desecrated Cloth Shirt,Light Chestwear,Common,Tier V,500-600
Desecrated Boots,Heavy Footwear,Common,Tier V,500-600
Desecrated Gauntlets,Heavy Glove,Common,Tier V,500-600
Desecrated Helm,Heavy Headwear,Common,Tier V,500-600
Desecrated Breastplate,Heavy Chestwear,Common,Tier V,500-600
Vengeful Fisherman's Pants,Medium Legwear,Epic,Tier V,500
Vengeful Fisherman's Gloves,Medium Glove,Epic,Tier V,500
Desecrated Greaves,Heavy Legwear,Common,Tier V,500-600
Vengeful Fisherman's Smock,Medium Chestwear,Epic,Tier V,500
Miner Shirt,Medium Chestwear,Epic,Tier V,500-600
Tanner Shoes,Medium Footwear,Epic,Tier V,500
Vengeful Fisherman's Boots,Medium Footwear,Epic,Tier V,500
Tanner Pants,Medium Legwear,Epic,Tier V,500
Miner Goggles,Medium Headwear,Epic,Tier V,500-600
Tanner Shirt,Medium Chestwear,Epic,Tier V,500
Tanner Gloves,Medium Glove,Epic,Tier V,500
Miner Gloves,Medium Glove,Epic,Tier V,500-600
Artisan Jewelcrafter's Pants,Medium Legwear,Epic,Tier V,500
Tanner Hat,Medium Headwear,Epic,Tier V,500
Artisan Jewelcrafter's Tunic,Medium Chestwear,Epic,Tier V,500
Artisan Jewelcrafter's Gloves,Medium Glove,Epic,Tier V,500
Artisan Jewelcrafter's Hood,Medium Headwear,Epic,Tier V,500
Mixer's Pants,Medium Legwear,Epic,Tier V,500
Mixer's Shoes,Medium Footwear,Epic,Tier V,500
Artisan Jewelcrafter's Boots,Medium Footwear,Epic,Tier V,500
Chef Pants,Light Legwear,Epic,Tier V,500
Mixer's hat,Medium Headwear,Epic,Tier V,500
Mixer's Coat,Medium Chestwear,Epic,Tier V,500
Mixer's Gloves,Medium Glove,Epic,Tier V,500
Chef Shoes,Light Footwear,Epic,Tier V,500
Chef Shirt,Light Chestwear,Epic,Tier V,500
Chef Gloves,Light Glove,Epic,Tier V,500
Armorer Shoes,Light Footwear,Epic,Tier V,500
Armorer Pants,Light Legwear,Epic,Tier V,500
Armorer Gloves,Light Glove,Epic,Tier V,500
Armorer Hat,Light Headwear,Epic,Tier V,500
Armorer Shirt,Light Chestwear,Epic,Tier V,500
Concocter's Shoes,Medium Footwear,Epic,Tier V,500
Chef Hat,Light Headwear,Epic,Tier V,500
Finely-cobbled Shoes,Medium Footwear,Common,Tier V,500-600
Concocter's Pants,Medium Legwear,Epic,Tier V,500
Finely-woven Gloves,Medium Glove,Common,Tier V,500-600
Finely-woven Leggings,Medium Legwear,Common,Tier V,500-600
Finely-woven Vest,Medium Chestwear,Common,Tier V,500-600
Finely-woven Hat,Medium Headwear,Common,Tier V,500-600
Concocter's Gloves,Medium Glove,Epic,Tier V,500
Concocter's Coat,Medium Chestwear,Epic,Tier V,500
Pirate Gunslinger Pants,Medium Legwear,Common,Tier V,500-600
Pirate Gunslinger Gloves,Medium Glove,Common,Tier V,500-600
Pirate Gunslinger Shoes,Medium Footwear,Common,Tier V,500-600
Pirate Gunslinger Coat,Medium Chestwear,Common,Tier V,500-600
Waterlogged Shoes,Light Footwear,Common,Tier V,500-600
Pirate Gunslinger Hat,Medium Headwear,Common,Tier V,500-600
Waterlogged Gloves,Light Glove,Common,Tier V,500-600
Waterlogged Shirt,Light Chestwear,Common,Tier V,500-600
Waterlogged Pants,Light Legwear,Common,Tier V,500-600
Pirate Captain Pants,Medium Legwear,Common,Tier V,500-600
Pirate Captain Gloves,Medium Glove,Common,Tier V,500-600
Pirate Captain Shoes,Medium Footwear,Common,Tier V,500-600
Pirate Captain Coat,Medium Chestwear,Common,Tier V,500-600
Waterlogged Hat,Light Headwear,Common,Tier V,500-600
Boatswain Pants,Light Legwear,Common,Tier V,500-600
Boatswain Hat,Light Headwear,Common,Tier V,500-600
Boatswain Shoes,Light Footwear,Common,Tier V,500-600
Boatswain Gloves,Light Glove,Common,Tier V,500-600
Boatswain Shirt,Light Chestwear,Common,Tier V,500-600
Swashbuckler Boots,Medium Footwear,Common,Tier V,500-600
Pirate Captain Hat,Medium Headwear,Common,Tier V,500-600
Swashbuckler Pants,Medium Legwear,Common,Tier V,500-600
Swashbuckler Gloves,Medium Glove,Common,Tier V,500-600
Swashbuckler Coat,Medium Chestwear,Common,Tier V,500-600
Swashbuckler Hat,Medium Headwear,Common,Tier V,500-600
Farmer Pants,Light Legwear,Common,Tier V,500-600
Farmer Boots,Light Footwear,Common,Tier V,500-600
Farmer Gloves,Light Glove,Common,Tier V,500-600
Cloth Robe Leggings,Light Legwear,Common,Tier V,500-600
Cloth Robe Gloves,Light Glove,Common,Tier V,500-600
Cloth Robe Shoes,Light Footwear,Common,Tier V,500-600
Cloth Shoes,Light Footwear,Common,Tier V,500-600
Cloth Robe Hat,Light Headwear,Common,Tier V,500-600
Cloth Robe,Light Chestwear,Common,Tier V,500-600
Cloth Pants,Light Legwear,Common,Tier V,500-600
Cloth Gloves,Light Glove,Common,Tier V,500-600
Cloth Shirt,Light Chestwear,Common,Tier V,500-600
Trapper Boots,Medium Footwear,Common,Tier V,500-600
Trapper Gloves,Medium Glove,Common,Tier V,500-600
Cloth Hat,Light Headwear,Common,Tier V,500-600
Trapper Pants,Medium Legwear,Common,Tier V,500-600
Trapper Hat,Medium Headwear,Common,Tier V,500-600
Trapper Coat,Medium Chestwear,Common,Tier V,500-600
Leather Boots,Medium Footwear,Common,Tier V,500-600
Leather Pants,Medium Legwear,Common,Tier V,500-600
Leather Gloves,Medium Glove,Common,Tier V,500-600
Leather Coat,Medium Chestwear,Common,Tier V,500-600
Scout Gauntlets,Heavy Glove,Common,Tier V,500-600
Scout Greaves,Heavy Legwear,Common,Tier V,500-600
Leather Hat,Medium Headwear,Common,Tier V,500-600
Scout Boots,Heavy Footwear,Common,Tier V,500-600
Scout Helm,Heavy Headwear,Common,Tier V,500-600
Scout Breastplate,Heavy Chestwear,Common,Tier V,500-600
Heavy Boots,Heavy Footwear,Common,Tier V,500-600
Heavy Greaves,Heavy Legwear,Common,Tier V,500-600
Heavy Gauntlets,Heavy Glove,Common,Tier V,500-600
Plate Helm,Heavy Headwear,Common,Tier V,500-600
Ancestral Tower Shield,Tower Shield,Common,Tier V,500-600
Heavy Breastplate,Heavy Chestwear,Common,Tier V,500-600
Plate Gauntlets,Heavy Glove,Common,Tier V,500-600
Plate Boots,Heavy Footwear,Common,Tier V,500-600
Plate Breastplate,Heavy Chestwear,Common,Tier V,500-600
Plate Greaves,Heavy Legwear,Common,Tier V,500-600
Ancestral Round Shield,Round Shield,Common,Tier V,500-600
Ancestral Kite Shield,Kite Shield,Common,Tier V,500-600
Ancestral Musket,Musket,Common,Tier V,500-600
Ancestral Bow,Bow,Common,Tier V,500-600
